animal	group	WkPost-TX	feature	value	name	tissue	timepoint	newname	parameter	unit
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.217741935483871	Wk24 Post-ATI PBMC CD3p CD4p TCM CD69p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p TCM CD69p GAG UNS	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	FC
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_IFNGp_GAG_UNS	2.326530612244898	Wk24 Post-ATI PBMC CD3p CD8p IFNGp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p IFNGp GAG UNS	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	FC
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	24.117647058823525	Wk24 Post-ATI PBMC CD3p CD8p Naive TNFAp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p Naive TNFAp GAG UNS	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	FC
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.10051993067591	Wk24 Post-ATI PBMC CD3p CD8p TBETp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p TBETp GAG UNS	PBMC_CD3p_CD8p_TBETp_GAG_UNS	FC
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_TNFAp_GAG_UNS	7.111111111111112	Wk24 Post-ATI PBMC CD3p CD8p TNFAp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p TNFAp GAG UNS	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	FC
RFl17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_KI67p	3.19	Wk24 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 24 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RFl17	aIL10+aPD1	36	wk36_MSD_Cluster_1	-0.307561211166221	Wk24 Post-ATI MSD Cluster 1	LN	Week 24 Post-ATI	 MSD Cluster 1	MSD_Cluster_1	centroid score
RFl17	aIL10+aPD1	36	wk36_MSD_Cluster_2	-0.173634574728757	Wk24 Post-ATI MSD Cluster 2	LN	Week 24 Post-ATI	 MSD Cluster 2	MSD_Cluster_2	centroid score
RFl17	aIL10+aPD1	36	wk36_MSD_Cluster_3	-0.480030241893966	Wk24 Post-ATI MSD Cluster 3	LN	Week 24 Post-ATI	 MSD Cluster 3	MSD_Cluster_3	centroid score
RIb17	aIL10+aPD1	36	wk36_LOG_SIVRNA_LN_per10^6correctedCD4Live	6.446221041805291	Wk24 Post-ATI LOG SIVRNA LN per10^6correctedCD4Live	LN	Week 24 Post-ATI	 LOG SIVRNAper10^6correctedCD4Live	LOG_SIVRNA_LN_per10^6correctedCD4Live	NA
RIb17	aIL10+aPD1	36	wk36_IL10	0.69469240131402	Wk24 Post-ATI IL10	LN	Week 24 Post-ATI	 IL10	IL10	pg/ml
RIb17	aIL10+aPD1	36	wk36_IL4	0.208532368578611	Wk24 Post-ATI IL4	LN	Week 24 Post-ATI	 IL4	IL4	pg/ml
RIb17	aIL10+aPD1	36	wk36_MIP3b	184.442694167894	Wk24 Post-ATI MIP3b	LN	Week 24 Post-ATI	 MIP3b	MIP3b	pg/ml
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_IFNGp_GAG	1.34	Wk24 Post-ATI LN CD3p CD4p TCM IFNGp GAG	LN	Week 24 Post-ATI	CD3p CD4p TCM IFNGp GAG	LN_CD3p_CD4p_TCM_IFNGp_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2377	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TNFAp_GAG	0.15	Wk24 Post-ATI LN CD3p CD4p TNFAp GAG	LN	Week 24 Post-ATI	CD3p CD4p TNFAp GAG	LN_CD3p_CD4p_TNFAp_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_GRZBp_GAG	13.4	Wk24 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 24 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_IFNGp_GAG	2.15	Wk24 Post-ATI LN CD3p CD8p TCM IFNGp GAG	LN	Week 24 Post-ATI	CD3p CD8p TCM IFNGp GAG	LN_CD3p_CD8p_TCM_IFNGp_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CD39p_GAG	19.9	Wk24 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	66.8	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_MFI_BCL2_UNS	2148	Wk24 Post-ATI LN CD3p CD4p  BCL2 UNS	LN	Week 24 Post-ATI	CD3p CD4p  BCL2 UNS	LN_CD3p_CD4p_MFI_BCL2_UNS	MFI
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2173	Wk24 Post-ATI LN CD3p CD4p TCM  BCL2 UNS	LN	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 UNS	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_MFI_TCF1_UNS	9929	Wk24 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week 24 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_KI67p_UNS	9.61	Wk24 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 24 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_GRZBp_UNS	10.6	Wk24 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_KI67p_UNS	10.5	Wk24 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_SLAMF6p_UNS	4.42	Wk24 Post-ATI LN CD3p CD8p TCM SLAMF6p UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM SLAMF6p UNS	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_IFNGp_GAG_UNS	0.7922077922077921	Wk24 Post-ATI LN CD3p CD4p IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p IFNGp GAG UNS	LN_CD3p_CD4p_IFNGp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_IL2p_GAG_UNS	1.2903225806451615	Wk24 Post-ATI LN CD3p CD4p IL2p GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p IL2p GAG UNS	LN_CD3p_CD4p_IL2p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.0151515151515151	Wk24 Post-ATI LN CD3p CD4p TCM IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p TCM IFNGp GAG UNS	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TNFAp_GAG_UNS	1.7857142857142856	Wk24 Post-ATI LN CD3p CD4p TNFAp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p TNFAp GAG UNS	LN_CD3p_CD4p_TNFAp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.2475	Wk24 Post-ATI LN CD3p CD8p CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p CX3CR1p GAG UNS	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_IFNGp_GAG_UNS	2.4925373134328357	Wk24 Post-ATI LN CD3p CD8p IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p IFNGp GAG UNS	LN_CD3p_CD8p_IFNGp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.1966019417475726	Wk24 Post-ATI LN CD3p CD8p TCM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM CX3CR1p GAG UNS	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.143835616438356	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_KI67p	1.74	Wk24 Post-ATI LN CD3p CD4p KI67p	LN	Week 24 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TEM	0.052	Wk24 Post-ATI LN CD3p CD4p TEM	LN	Week 24 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_CD25p	5.6	Wk24 Post-ATI LN CD3p CD8p CD25p	LN	Week 24 Post-ATI	CD3p CD8p CD25p	LN_CD3p_CD8p_CD25p	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_KI67p	4.58	Wk24 Post-ATI LN CD3p CD8p KI67p	LN	Week 24 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
RIb17	aIL10+aPD1	36	wk36_LN_CD3p_CD4_CD95pCD28nTEM	1.01	Wk24 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 24 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.026	Wk24 Post-ATI PBMC CD3p CD4p Naive TNFAp GAG	PBMC	Week 24 Post-ATI	CD3p CD4p Naive TNFAp GAG	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2346	Wk24 Post-ATI PBMC CD3p CD4p TCM  BCL2 GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 GAG	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	MFI
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_CD39p_GAG	4.47	Wk24 Post-ATI PBMC CD3p CD4p TCM CD39p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TCM CD39p GAG	PBMC_CD3p_CD4p_TCM_CD39p_GAG	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TEM_ID2p_GAG	22.8	Wk24 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_CD39p_UNS	5.11	Wk24 Post-ATI PBMC CD3p CD4p CD39p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p CD39p UNS	PBMC_CD3p_CD4p_CD39p_UNS	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.42	Wk24 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2583	Wk24 Post-ATI PBMC CD3p CD4p TCM  BCL2 UNS	PBMC	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 UNS	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_TCM_CD69p_UNS	3.03	Wk24 Post-ATI PBMC CD3p CD8p TCM CD69p UNS	PBMC	Week 24 Post-ATI	CD3p CD8p TCM CD69p UNS	PBMC_CD3p_CD8p_TCM_CD69p_UNS	%
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_CD39p_GAG_UNS	0.8277886497064579	Wk24 Post-ATI PBMC CD3p CD4p CD39p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p CD39p GAG UNS	PBMC_CD3p_CD4p_CD39p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.2622950819672132	Wk24 Post-ATI PBMC CD3p CD4p CD69p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p CD69p GAG UNS	PBMC_CD3p_CD4p_CD69p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.9438202247191011	Wk24 Post-ATI PBMC CD3p CD4p KI67p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p KI67p GAG UNS	PBMC_CD3p_CD4p_KI67p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	2.0352941176470587	Wk24 Post-ATI PBMC CD3p CD4p TCM CD69p GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD4p TCM CD69p GAG UNS	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.9590443686006827	Wk24 Post-ATI PBMC CD3p CD8p IFNGp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p IFNGp GAG UNS	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	1.3265306122448979	Wk24 Post-ATI PBMC CD3p CD8p Naive TNFAp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p Naive TNFAp GAG UNS	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.0691144708423326	Wk24 Post-ATI PBMC CD3p CD8p TBETp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p TBETp GAG UNS	PBMC_CD3p_CD8p_TBETp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_TNFAp_GAG_UNS	1.3478260869565217	Wk24 Post-ATI PBMC CD3p CD8p TNFAp GAG UNS	PBMC	Week 24 Post-ATI	CD3p CD8p TNFAp GAG UNS	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	FC
RIb17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD8p_KI67p	8.36	Wk24 Post-ATI PBMC CD3p CD8p KI67p	PBMC	Week 24 Post-ATI	CD3p CD8p KI67p	PBMC_CD3p_CD8p_KI67p	%
RIb17	aIL10+aPD1	36	wk36_MSD_Cluster_1	-0.490015413744869	Wk24 Post-ATI MSD Cluster 1	LN	Week 24 Post-ATI	 MSD Cluster 1	MSD_Cluster_1	centroid score
RIb17	aIL10+aPD1	36	wk36_MSD_Cluster_2	0.337955277013868	Wk24 Post-ATI MSD Cluster 2	LN	Week 24 Post-ATI	 MSD Cluster 2	MSD_Cluster_2	centroid score
RIb17	aIL10+aPD1	36	wk36_MSD_Cluster_3	0.37324873806664	Wk24 Post-ATI MSD Cluster 3	LN	Week 24 Post-ATI	 MSD Cluster 3	MSD_Cluster_3	centroid score
RKq17	aIL10+aPD1	36	wk36_LOG_SIVRNA_LN_per10^6correctedCD4Live	1.5239034279780361	Wk24 Post-ATI LOG SIVRNA LN per10^6correctedCD4Live	LN	Week 24 Post-ATI	 LOG SIVRNAper10^6correctedCD4Live	LOG_SIVRNA_LN_per10^6correctedCD4Live	NA
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_IFNGp_GAG	1.15	Wk24 Post-ATI LN CD3p CD4p TCM IFNGp GAG	LN	Week 24 Post-ATI	CD3p CD4p TCM IFNGp GAG	LN_CD3p_CD4p_TCM_IFNGp_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2761	Wk24 Post-ATI LN CD3p CD4p TEM  TCF1 GAG	LN	Week 24 Post-ATI	CD3p CD4p TEM  TCF1 GAG	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	MFI
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TNFAp_GAG	0.18	Wk24 Post-ATI LN CD3p CD4p TNFAp GAG	LN	Week 24 Post-ATI	CD3p CD4p TNFAp GAG	LN_CD3p_CD4p_TNFAp_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_GRZBp_GAG	3.09	Wk24 Post-ATI LN CD3p CD8p TCM GRZBp GAG	LN	Week 24 Post-ATI	CD3p CD8p TCM GRZBp GAG	LN_CD3p_CD8p_TCM_GRZBp_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_IFNGp_GAG	3.62	Wk24 Post-ATI LN CD3p CD8p TCM IFNGp GAG	LN	Week 24 Post-ATI	CD3p CD8p TCM IFNGp GAG	LN_CD3p_CD8p_TCM_IFNGp_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CD39p_GAG	6.62	Wk24 Post-ATI LN CD3p CD8p TEM CD39p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CD39p GAG	LN_CD3p_CD8p_TEM_CD39p_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG	60.8	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_MFI_BCL2_UNS	1815	Wk24 Post-ATI LN CD3p CD4p  BCL2 UNS	LN	Week 24 Post-ATI	CD3p CD4p  BCL2 UNS	LN_CD3p_CD4p_MFI_BCL2_UNS	MFI
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	1842	Wk24 Post-ATI LN CD3p CD4p TCM  BCL2 UNS	LN	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 UNS	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_MFI_TCF1_UNS	7939	Wk24 Post-ATI LN CD3p CD8p  TCF1 UNS	LN	Week 24 Post-ATI	CD3p CD8p  TCF1 UNS	LN_CD3p_CD8p_MFI_TCF1_UNS	MFI
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_KI67p_UNS	2.57	Wk24 Post-ATI LN CD3p CD8p KI67p UNS	LN	Week 24 Post-ATI	CD3p CD8p KI67p UNS	LN_CD3p_CD8p_KI67p_UNS	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_GRZBp_UNS	2.93	Wk24 Post-ATI LN CD3p CD8p TCM GRZBp UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM GRZBp UNS	LN_CD3p_CD8p_TCM_GRZBp_UNS	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_KI67p_UNS	4.33	Wk24 Post-ATI LN CD3p CD8p TCM KI67p UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM KI67p UNS	LN_CD3p_CD8p_TCM_KI67p_UNS	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_SLAMF6p_UNS	0.83	Wk24 Post-ATI LN CD3p CD8p TCM SLAMF6p UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM SLAMF6p UNS	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_IFNGp_GAG_UNS	1.1481481481481481	Wk24 Post-ATI LN CD3p CD4p IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p IFNGp GAG UNS	LN_CD3p_CD4p_IFNGp_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_IL2p_GAG_UNS	0.6346153846153846	Wk24 Post-ATI LN CD3p CD4p IL2p GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p IL2p GAG UNS	LN_CD3p_CD4p_IL2p_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.619718309859155	Wk24 Post-ATI LN CD3p CD4p TCM IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p TCM IFNGp GAG UNS	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TNFAp_GAG_UNS	2.0689655172413794	Wk24 Post-ATI LN CD3p CD4p TNFAp GAG UNS	LN	Week 24 Post-ATI	CD3p CD4p TNFAp GAG UNS	LN_CD3p_CD4p_TNFAp_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_CX3CR1p_GAG_UNS	0.7954971857410882	Wk24 Post-ATI LN CD3p CD8p CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p CX3CR1p GAG UNS	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_IFNGp_GAG_UNS	1.1888888888888889	Wk24 Post-ATI LN CD3p CD8p IFNGp GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p IFNGp GAG UNS	LN_CD3p_CD8p_IFNGp_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	0.8037676609105181	Wk24 Post-ATI LN CD3p CD8p TCM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TCM CX3CR1p GAG UNS	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.832876712328767	Wk24 Post-ATI LN CD3p CD8p TEM CX3CR1p GAG UNS	LN	Week 24 Post-ATI	CD3p CD8p TEM CX3CR1p GAG UNS	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	FC
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_KI67p	2.44	Wk24 Post-ATI LN CD3p CD4p KI67p	LN	Week 24 Post-ATI	CD3p CD4p KI67p	LN_CD3p_CD4p_KI67p	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4p_TEM	0.14	Wk24 Post-ATI LN CD3p CD4p TEM	LN	Week 24 Post-ATI	CD3p CD4p TEM	LN_CD3p_CD4p_TEM	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_CD25p	4.48	Wk24 Post-ATI LN CD3p CD8p CD25p	LN	Week 24 Post-ATI	CD3p CD8p CD25p	LN_CD3p_CD8p_CD25p	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD8p_KI67p	3.83	Wk24 Post-ATI LN CD3p CD8p KI67p	LN	Week 24 Post-ATI	CD3p CD8p KI67p	LN_CD3p_CD8p_KI67p	%
RKq17	aIL10+aPD1	36	wk36_LN_CD3p_CD4_CD95pCD28nTEM	0.54	Wk24 Post-ATI LN CD3p CD4 CD95pCD28nTEM	LN	Week 24 Post-ATI	CD3p CD4 CD95pCD28nTEM	LN_CD3p_CD4_CD95pCD28nTEM	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.14	Wk24 Post-ATI PBMC CD3p CD4p Naive TNFAp GAG	PBMC	Week 24 Post-ATI	CD3p CD4p Naive TNFAp GAG	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	3070	Wk24 Post-ATI PBMC CD3p CD4p TCM  BCL2 GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 GAG	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	MFI
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_CD39p_GAG	5.32	Wk24 Post-ATI PBMC CD3p CD4p TCM CD39p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TCM CD39p GAG	PBMC_CD3p_CD4p_TCM_CD39p_GAG	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TEM_ID2p_GAG	34.9	Wk24 Post-ATI PBMC CD3p CD4p TEM ID2p GAG	PBMC	Week 24 Post-ATI	CD3p CD4p TEM ID2p GAG	PBMC_CD3p_CD4p_TEM_ID2p_GAG	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_CD39p_UNS	10.8	Wk24 Post-ATI PBMC CD3p CD4p CD39p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p CD39p UNS	PBMC_CD3p_CD4p_CD39p_UNS	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.37	Wk24 Post-ATI PBMC CD3p CD4p Naive KI67p UNS	PBMC	Week 24 Post-ATI	CD3p CD4p Naive KI67p UNS	PBMC_CD3p_CD4p_Naive_KI67p_UNS	%
RKq17	aIL10+aPD1	36	wk36_PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	3089	Wk24 Post-ATI PBMC CD3p CD4p TCM  BCL2 UNS	PBMC	Week 24 Post-ATI	CD3p CD4p TCM  BCL2 UNS	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	MFI
